v1,v2,v3,v4,v5,v6
88.7075,14.2655,3.13461,0.127577,0.2
89,22.6628,6.28505,0.662212,0.0816645
82.9835,22.6837,4.47041,0.975375,-0.270031
85.4008,18.0343,4.5435,0.807498,0.095996
79.5356,19.0649,3.722,0.97828,-0.448027
88,16.1368,3.5549,0.721363,0.155675
87.983,18.8127,4.91987,0.837376,0.293048
89,16.794,4.91045,0.625608,-0.0627003
89,23.6987,6.70944,0.675372,0.0715079
84.6771,14.5942,2.7,0.529487,0.000579852
88.3768,20.8038,5.03465,0.744993,0.1
79.4385,22.2558,9.28697,0.9,0.0128086
84.1216,16.7083,4.60055,0.895456,-0.0412275
80.1579,20.3787,4.23241,0.996646,-0.364336
88.8522,14.7715,4.14375,0.629029,0.193429
80.7669,18.8042,5.24557,0.920447,0.264312
89,19.905,4.64988,0.511109,0.148042
